entry	pos	evidence	note	origin
A1ZAY1	57-117	ECO:0000255|PROSITE-ProRule:PRU00192	SH3 1	domain_ft
A1ZBD6	218-337	ECO:0000255|PROSITE-ProRule:PRU00041	C2 1	domain_ft
A1ZBD6	371-493	ECO:0000255|PROSITE-ProRule:PRU00041	C2 2	domain_ft
A1ZBD6	522-637	ECO:0000255|PROSITE-ProRule:PRU00041	C2 3	domain_ft
A1ZBR5	15-178	ECO:0000255|PROSITE-ProRule:PRU00388	UBC core	domain_ft
A2VEI2	268-303	ECO:0000255|PROSITE-ProRule:PRU00448	EF-hand 1	domain_ft
A2VEI2	459-494	ECO:0000255|PROSITE-ProRule:PRU00448	EF-hand 2	domain_ft
A2VEY9	147-197	ECO:0000255|PROSITE-ProRule:PRU00067	DHHC	domain_ft
A8DYP0	1017-1103	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 1	domain_ft
A8DYP0	1152-1298	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 2	domain_ft
A8DYP0	1313-1400	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 3	domain_ft
A8DYP0	1504-1594	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 4	domain_ft
A8DYP0	1599-1689	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 5	domain_ft
A8DYP0	1694-1785	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 6	domain_ft
A8DYP0	1815-1906	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 7	domain_ft
A8DYP0	2018-2107	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 8	domain_ft
A8DYP0	2113-2214	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 9	domain_ft
A8DYP0	2220-2305	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 10	domain_ft
A8DYP0	2318-2409	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 11	domain_ft
A8DYP0	2415-2505	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 12	domain_ft
A8DYP0	2519-2609	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 13	domain_ft
A8DYP0	2614-2698	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 14	domain_ft
A8DYP0	2716-2792	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 15	domain_ft
A8DYP0	2832-2933	ECO:0000255|PROSITE-ProRule:PRU00316	Fibronectin type-III 1	domain_ft
A8DYP0	3-71	ECO:0000255|PROSITE-ProRule:PRU00192	SH3	domain_ft
A8DYP0	3186-3440	ECO:0000255|PROSITE-ProRule:PRU00159	Protein kinase 1	domain_ft
A8DYP0	3654-3738	ECO:0000255|PROSITE-ProRule:PRU00114	Ig-like C2-type 16	domain_ft
A8DYP0	3750-3843	ECO:0000255|PROSITE-ProRule:PRU00316	Fibronectin type-III 2	domain_ft
A8DYP0	3897-4151	ECO:0000255|PROSITE-ProRule:PRU00159	Protein kinase 2	domain_ft
A8DYP0	86-264	ECO:0000255|PROSITE-ProRule:PRU00062	DH	domain_ft
A8JQ65	1832-1895	ECO:0000255|PROSITE-ProRule:PRU00184	SAM	domain_ft
A8JQ65	349-485	ECO:0000255|PROSITE-ProRule:PRU00783	DAGKc	domain_ft
A8JQ65	82-175	ECO:0000255|PROSITE-ProRule:PRU00145	PH	domain_ft
A8JR92	1346-1408	ECO:0000255|PROSITE-ProRule:PRU00162	PWWP	domain_ft
A8JR92	238-308	ECO:0000255|PROSITE-ProRule:PRU00338	MBD	domain_ft
A8JUP7	31-79	ECO:0000255|PROSITE-ProRule:PRU01236	Clip	domain_ft
A8JUP7	385-632	ECO:0000255|PROSITE-ProRule:PRU00274	Peptidase S1	domain_ft
A8JUV4	549-578	ECO:0000255|PROSITE-ProRule:PRU00483	VM	domain_ft
A8MPH9	385-448	ECO:0000255|PROSITE-ProRule:PRU00978	bZIP	domain_ft
B6VQA1	156-208	ECO:0000255|PROSITE-ProRule:PRU00981	bHLH	domain_ft
B7TB45	508-597	ECO:0000255	Spaetzle	domain_ft
B7YZU2	1449-1691	ECO:0000255|PROSITE-ProRule:PRU00274	Peptidase S1	domain_ft
B7YZV4	392-786	ECO:0000255|PROSITE-ProRule:PRU01192	PDEase	domain_ft
B7Z0E2	186-250	ECO:0000255|PROSITE-ProRule:PRU01204	CSD 1	domain_ft
B7Z0E2	261-337	ECO:0000305|PubMed:32697992	CSD 2; degenerate	domain_ft
B7Z0E2	345-413	ECO:0000255|PROSITE-ProRule:PRU01204	CSD 3	domain_ft
B7Z0E2	428-503	ECO:0000305|PubMed:32697992	CSD 4; degenerate	domain_ft
B7Z0E2	517-585	ECO:0000255|PROSITE-ProRule:PRU01204	CSD 5	domain_ft
B7Z0E2	593-673	ECO:0000305|PubMed:32697992	CSD 6; degenerate	domain_ft
B7Z0E2	763-831	ECO:0000255|PROSITE-ProRule:PRU01204	CSD 7	domain_ft
B7Z0E2	846-919	ECO:0000305|PubMed:32697992	CSD 8; degenerate	domain_ft
B7Z0E2	922-987	ECO:0000255|PROSITE-ProRule:PRU01204	CSD 9	domain_ft
B7Z0K8	241-299	ECO:0000255	Collagen-like 1	domain_ft
B7Z0K8	350-409	ECO:0000255	Collagen-like 2	domain_ft
B7Z0K8	430-469	ECO:0000255	Collagen-like 3	domain_ft
B7Z0K8	493-526	ECO:0000255	Collagen-like 4	domain_ft
B7Z0K8	527-586	ECO:0000255	Collagen-like 5	domain_ft
B7Z0K8	621-680	ECO:0000255	Collagen-like 6	domain_ft
B7Z0K8	681-740	ECO:0000255	Collagen-like 7	domain_ft
C0HK98	46-170	ECO:0000255	N-acetylmuramoyl-L-alanine amidase	domain_ft
C0HK99	46-170	ECO:0000255	N-acetylmuramoyl-L-alanine amidase	domain_ft
C0HKA2	31-253	ECO:0000255|PROSITE-ProRule:PRU00274	Peptidase S1	domain_ft
C0HKA3	31-253	ECO:0000255|PROSITE-ProRule:PRU00274	Peptidase S1	domain_ft
C0HKA4	31-253	ECO:0000255|PROSITE-ProRule:PRU00274	Peptidase S1	domain_ft
C0HKF7	36-262	ECO:0000255|PROSITE-ProRule:PRU00274	Peptidase S1	domain_ft
C0HKF8	36-262	ECO:0000255|PROSITE-ProRule:PRU00274	Peptidase S1	domain_ft
C0HL62	32-102	ECO:0000255|PROSITE-ProRule:PRU00497	Chitin-binding type R&R	domain_ft
C0HL63	32-102	ECO:0000255|PROSITE-ProRule:PRU00497	Chitin-binding type R&R	domain_ft
C0HL64	34-103	ECO:0000255|PROSITE-ProRule:PRU00497	Chitin-binding type R&R	domain_ft
C0HL65	34-103	ECO:0000255|PROSITE-ProRule:PRU00497	Chitin-binding type R&R	domain_ft
C4NYP8	294-336	ECO:0000255	STI1	domain_ft
D5SHR0	135-205	ECO:0000255|PROSITE-ProRule:PRU00037	BTB	domain_ft
E1JIT7	1125-1291	ECO:0000255|PROSITE-ProRule:PRU00189	SEC7	domain_ft
E1JIT7	1332-1445	ECO:0000255|PROSITE-ProRule:PRU00145	PH	domain_ft
E1JIT7	6-88	ECO:0000255|PROSITE-ProRule:PRU00143	PDZ	domain_ft
M9MRD1	12287-12345	ECO:0000255|PROSITE-ProRule:PRU00385	KASH	domain_ft
M9MRD1	2109-2233	ECO:0000255|PROSITE-ProRule:PRU00044	Calponin-homology (CH) 3	domain_ft
M9MRD1	630-737	ECO:0000255|PROSITE-ProRule:PRU00044	Calponin-homology (CH) 1	domain_ft
M9MRD1	777-882	ECO:0000255|PROSITE-ProRule:PRU00044	Calponin-homology (CH) 2	domain_ft
M9MRD5	2-118	ECO:0000255|PROSITE-ProRule:PRU00713	C2 B9-type	domain_ft
M9MRI4	399-459	ECO:0000255|PROSITE-ProRule:PRU00586	COS	domain_ft
M9MRI4	474-567	ECO:0000255|PROSITE-ProRule:PRU00316	Fibronectin type-III	domain_ft
M9MRI4	549-736	ECO:0000255|PROSITE-ProRule:PRU00548	B30.2	domain_ft
M9MS50	347-863	ECO:0000255|PROSITE-ProRule:PRU00159	Protein kinase	domain_ft
M9NDE3	1071-1175	ECO:0000255|PROSITE-ProRule:PRU00196	SRCR 2	domain_ft
M9NDE3	191-295	ECO:0000255|PROSITE-ProRule:PRU00196	SRCR 1	domain_ft
M9NDE3	1912-2037	ECO:0000255|PROSITE-ProRule:PRU00196	SRCR 3	domain_ft
M9NDE3	446-559	ECO:0000255|PROSITE-ProRule:PRU00059	CUB	domain_ft
M9PD06	161-196	ECO:0000255|PROSITE-ProRule:PRU00448	EF-hand 1	domain_ft
M9PD06	197-232	ECO:0000255|PROSITE-ProRule:PRU00448	EF-hand 2	domain_ft
M9PD06	314-492	ECO:0000255|PROSITE-ProRule:PRU00613	DUSP	domain_ft
M9PD06	677-1675	ECO:0000255|PROSITE-ProRule:PRU01035	USP	domain_ft
M9PE65	1087-1259	ECO:0000255|PROSITE-ProRule:PRU00122	Laminin G-like 4	domain_ft
M9PE65	119-170	ECO:0000255|PROSITE-ProRule:PRU00031	BPTI	domain_ft
M9PE65	1260-1297	ECO:0000255|PROSITE-ProRule:PRU00076	EGF-like 3	domain_ft
M9PE65	1316-1526	ECO:0000255|PROSITE-ProRule:PRU00122	Laminin G-like 5	domain_ft
M9PE65	1527-1565	ECO:0000255|PROSITE-ProRule:PRU00076	EGF-like 4	domain_ft
M9PE65	1569-1765	ECO:0000255|PROSITE-ProRule:PRU00122	Laminin G-like 6	domain_ft
M9PE65	242-438	ECO:0000255|PROSITE-ProRule:PRU00122	Laminin G-like 1	domain_ft
M9PE65	439-477	ECO:0000255|PROSITE-ProRule:PRU00076	EGF-like 1	domain_ft
M9PE65	481-664	ECO:0000255|PROSITE-ProRule:PRU00122	Laminin G-like 2	domain_ft
M9PE65	660-839	ECO:0000255|PROSITE-ProRule:PRU00122	Laminin G-like 3	domain_ft
M9PE65	841-879	ECO:0000255|PROSITE-ProRule:PRU00076	EGF-like 2	domain_ft
M9PFN0	108-266	ECO:0000255|PROSITE-ProRule:PRU00336	FCP1 homology	domain_ft
M9PGC5	471-729	ECO:0000255|PROSITE-ProRule:PRU00159	Protein kinase	domain_ft
O01367	142-210	ECO:0000255|PROSITE-ProRule:PRU00117, ECO:0000305	KH	domain_ft
O02193	382-433	ECO:0000255	Tudor-knot	domain_ft
O02193	538-813	ECO:0000255|PROSITE-ProRule:PRU01063	MYST-type HAT	domain_ft
O15943	1087-1183	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 8	domain_ft
O15943	1193-1299	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 9	domain_ft
O15943	1307-1414	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 10	domain_ft
O15943	1423-1514	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 11	domain_ft
O15943	1523-1630	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 12	domain_ft
O15943	1639-1742	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 13	domain_ft
O15943	1749-1861	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 14	domain_ft
O15943	181-305	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 1	domain_ft
O15943	1870-1966	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 15	domain_ft
O15943	1974-2085	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 16	domain_ft
O15943	2346-2377	ECO:0000255|PROSITE-ProRule:PRU00076	EGF-like 1	domain_ft
O15943	2379-2585	ECO:0000255|PROSITE-ProRule:PRU00122	Laminin G-like 1	domain_ft
O15943	2592-2627	ECO:0000255|PROSITE-ProRule:PRU00076	EGF-like 2	domain_ft
O15943	2631-2822	ECO:0000255|PROSITE-ProRule:PRU00122	Laminin G-like 2	domain_ft
O15943	2869-2902	ECO:0000255|PROSITE-ProRule:PRU00076	EGF-like 3	domain_ft
O15943	430-543	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 2	domain_ft
O15943	554-651	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 3	domain_ft
O15943	660-756	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 4	domain_ft
O15943	766-858	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 5	domain_ft
O15943	867-968	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 6	domain_ft
O15943	978-1078	ECO:0000255|PROSITE-ProRule:PRU00043	Cadherin 7	domain_ft
O15945	13-66	ECO:0000255|PROSITE-ProRule:PRU00981	bHLH	domain_ft
O15945	271-341	ECO:0000255|PROSITE-ProRule:PRU00140	PAS 2	domain_ft
O15945	346-389		PAC	domain_ft
O15945	85-156	ECO:0000255|PROSITE-ProRule:PRU00140	PAS 1	domain_ft
O16102	179-240	ECO:0000255|PROSITE-ProRule:PRU00053	Chromo 2	domain_ft
O16102	279-458	ECO:0000255|PROSITE-ProRule:PRU00541	Helicase ATP-binding	domain_ft
O16102	590-739	ECO:0000255|PROSITE-ProRule:PRU00542	Helicase C-terminal	domain_ft
O16102	84-156	ECO:0000255|PROSITE-ProRule:PRU00053	Chromo 1	domain_ft
O16129	356-453	ECO:0000255|PROSITE-ProRule:PRU00778	FDX-ACB	domain_ft
O16810	45-187	ECO:0000255|PROSITE-ProRule:PRU00370	BAH	domain_ft
O16844	4-391	ECO:0000255|PROSITE-ProRule:PRU00283	Kinesin motor	domain_ft
O16867	154-206	ECO:0000255|PROSITE-ProRule:PRU00981	bHLH	domain_ft
O18388	27-107	ECO:0000255|PROSITE-ProRule:PRU00115	Importin N-terminal	domain_ft
O18391	63-163	ECO:0000255	AB hydrolase-1	domain_ft
O18412	83-364	ECO:0000255|PROSITE-ProRule:PRU01055	Dynamin-type G	domain_ft
O18475	243-416	ECO:0000255|PROSITE-ProRule:PRU00541	Helicase ATP-binding	domain_ft
O18475	464-666	ECO:0000255|PROSITE-ProRule:PRU00542	Helicase C-terminal	domain_ft
O44081	294-369	ECO:0000255|PROSITE-ProRule:PRU00161	PUA	domain_ft
O44437	5-77	ECO:0000255|PROSITE-ProRule:PRU01346	Sm	domain_ft
O44783	380-499	ECO:0000255|PROSITE-ProRule:PRU00572	SPR	domain_ft
O46040	55-287	ECO:0000255|PROSITE-ProRule:PRU00190	SET	domain_ft
O46043	155-280	ECO:0000255	PARG helical	domain_ft
O46043	290-490	ECO:0000255	PARG catalytic Macro	domain_ft
O46072	270-436	ECO:0000255|PROSITE-ProRule:PRU00541	Helicase ATP-binding	domain_ft
O46072	540-746	ECO:0000255|PROSITE-ProRule:PRU00542	Helicase C-terminal	domain_ft
O46102	427-463	ECO:0000255	PAP-associated	domain_ft
O46197	137-234	ECO:0000255|PROSITE-ProRule:PRU00040	C-type lectin	domain_ft
O46202	34-88	ECO:0000255	TIL	domain_ft
O46339	127-211	ECO:0000255	MEIS N-terminal	domain_ft
O61267	174-441	ECO:0000255|PROSITE-ProRule:PRU00159	Protein kinase	domain_ft
O61267	69-129	ECO:0000255|PROSITE-ProRule:PRU00086, ECO:0000305	FHA	domain_ft
O61305	106-276	ECO:0000255|PROSITE-ProRule:PRU00541	Helicase ATP-binding	domain_ft
O61305	287-455	ECO:0000255|PROSITE-ProRule:PRU00542	Helicase C-terminal	domain_ft
O61307	536-572	ECO:0000255|PROSITE-ProRule:PRU00076	EGF-like 1	domain_ft
O61307	574-606	ECO:0000255|PROSITE-ProRule:PRU00076	EGF-like 2	domain_ft
O61307	643-676	ECO:0000255|PROSITE-ProRule:PRU00076	EGF-like 3	domain_ft
O61307	738-774	ECO:0000255|PROSITE-ProRule:PRU00076	EGF-like 4	domain_ft
O61345	139-490	ECO:0000255|PROSITE-ProRule:PRU00318	PUM-HD	domain_ft
O61366	40-158	ECO:0000255|PROSITE-ProRule:PRU00037, ECO:0000305	BTB	domain_ft
O61443	24-311	ECO:0000255|PROSITE-ProRule:PRU00159	Protein kinase	domain_ft
O61661	22-279	ECO:0000255|PROSITE-ProRule:PRU00159	Protein kinase	domain_ft
O61722	13-166	ECO:0000255|PROSITE-ProRule:PRU00160	Tyrosine-protein phosphatase	domain_ft
O61734	104-175	ECO:0000255|PROSITE-ProRule:PRU00140	PAS 1	domain_ft
O61734	297-367	ECO:0000255|PROSITE-ProRule:PRU00140	PAS 2	domain_ft
O61734	30-83	ECO:0000255|PROSITE-ProRule:PRU00981	bHLH	domain_ft
O61734	372-413		PAC	domain_ft
O61735	15-65	ECO:0000255|PROSITE-ProRule:PRU00981	bHLH	domain_ft
O61735	255-321	ECO:0000255|PROSITE-ProRule:PRU00140	PAS 2	domain_ft
O61735	88-160	ECO:0000255|PROSITE-ProRule:PRU00140	PAS 1	domain_ft
O62589	246-531	ECO:0000255|PROSITE-ProRule:PRU00274	Peptidase S1	domain_ft
O62609	46-170	ECO:0000255|PROSITE-ProRule:PRU00438	MH1	domain_ft
O62609	546-771	ECO:0000255|PROSITE-ProRule:PRU00439	MH2	domain_ft
O62618	25-312	ECO:0000255|PROSITE-ProRule:PRU00159	Protein kinase	domain_ft
O76324	9-277	ECO:0000255|PROSITE-ProRule:PRU00159	Protein kinase	domain_ft
O76460	172-346	ECO:0000255|PROSITE-ProRule:PRU00541	Helicase ATP-binding	domain_ft
O76460	503-660	ECO:0000255|PROSITE-ProRule:PRU00542	Helicase C-terminal	domain_ft
O76464	315-422	ECO:0000255|PROSITE-ProRule:PRU00464	HIT	domain_ft
O76464	33-279	ECO:0000255|PROSITE-ProRule:PRU00054	CN hydrolase	domain_ft
O76878	282-401	ECO:0000255|PROSITE-ProRule:PRU01113	RH2	domain_ft
O76878	8-96	ECO:0000255|PROSITE-ProRule:PRU01112	RH1	domain_ft
O76902	35-131	ECO:0000255|PROSITE-ProRule:PRU00145	PH	domain_ft
O76906	109-173		SANT	domain_ft
O76922	281-390	ECO:0000255|PROSITE-ProRule:PRU00142	PAZ	domain_ft
